"company_overseas_infrastructure_id","company_id","infrastructure_type_id","secondary_infrastructure_type_id","country_id","city","overseas_infrastructure_lat","overseas_infrastructure_lng","label","year_commenced","Primary topic","Secondary (if needed)","text","cable_id","highlight","(data centre) type","street address","source","year","type_of_company_id_ref","ownership_structure_id_ref","cable_countries","Third topic","","","Do Not Touch - For Country Counts","Infrastructure 1","Infrastructure 2","Topic 1","Topic 2","Topic 3","Company","","Cable","Terrestrial","Leased"
"1423","1 | Huawei","3 | Research partnership","","36 | Canada","","52.12605","-106.63388","University of Saskatchewan","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership36 | Canada","36 | Canada","36 | Canada","36 | Canada","36 | Canada","1 | Huawei36 | Canada","","","",""
"1424","1 | Huawei","3 | Research partnership","","36 | Canada","","43.66296","-79.39556","University of Toronto","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership36 | Canada","36 | Canada","36 | Canada","36 | Canada","36 | Canada","1 | Huawei36 | Canada","","","",""
"1425","1 | Huawei","3 | Research partnership","","36 | Canada","","49.27813","-122.91982","Simon Fraser University","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership36 | Canada","36 | Canada","36 | Canada","36 | Canada","36 | Canada","1 | Huawei36 | Canada","","","",""
"1426","1 | Huawei","3 | Research partnership","","36 | Canada","","51.07818","-114.13579","University of Calgary","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership36 | Canada","36 | Canada","36 | Canada","36 | Canada","36 | Canada","1 | Huawei36 | Canada","","","",""
"1427","1 | Huawei","3 | Research partnership","","36 | Canada","","43.00962","-81.27375","Western University","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership36 | Canada","36 | Canada","36 | Canada","36 | Canada","36 | Canada","1 | Huawei36 | Canada","","","",""
"1428","1 | Huawei","3 | Research partnership","","36 | Canada","","45.42130","-75.68617","Canada Seeds for the Future - Overview","","","","<p>The 2018 Seeds for the Future program will be expanded to include a 14-week paid Summer work-term, where in addition to travelling to China for 17 days in late May, students will have the opportunity to work directly with Huawei&rsquo;s Canadian research team, while working out of Huawei&rsquo;s research facilities in Ottawa, Toronto and Waterloo, as well as Huawei&rsquo;s research partnership programs in Vancouver and Montreal. <a href=""https://www.huawei.com/ca/about-huawei/corporate-citizenship/seeds-for-the-Future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership36 | Canada","36 | Canada","36 | Canada","36 | Canada","36 | Canada","1 | Huawei36 | Canada","","","",""
"1430","1 | Huawei","3 | Research partnership","","228 | United States","","38.90843","-77.03654","United States Seeds for the Future - Overview","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership228 | United States","228 | United States","228 | United States","228 | United States","228 | United States","1 | Huawei228 | United States","","","",""
"1431","1 | Huawei","3 | Research partnership","","228 | United States","","42.36007","-71.09416","Massachusetts Institute of Technology","","","","<p>Seeds for the Future university <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">partner</a>. This enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. In April 2019, MIT <a href=""https://www.reuters.com/article/us-usa-huawei-tech-zte/elite-us-school-mit-cuts-ties-with-chinese-tech-firms-huawei-zte-idUSKCN1RG0FS"">announced</a> that it would not be accepting future engagements or renewing existing ones with Huawei.</p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership228 | United States","228 | United States","228 | United States","228 | United States","228 | United States","1 | Huawei228 | United States","","","",""
"1432","1 | Huawei","3 | Research partnership","","228 | United States","","33.99610","-81.02741","University of South Carolina","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership228 | United States","228 | United States","228 | United States","228 | United States","228 | United States","1 | Huawei228 | United States","","","",""
"1433","1 | Huawei","3 | Research partnership","","228 | United States","","47.65534","-122.30352","University of Washington ","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership228 | United States","228 | United States","228 | United States","228 | United States","228 | United States","1 | Huawei228 | United States","","","",""
"1434","1 | Huawei","3 | Research partnership","","228 | United States","","33.21023","-87.51608","University of Alabama","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership228 | United States","228 | United States","228 | United States","228 | United States","228 | United States","1 | Huawei228 | United States","","","",""
"1435","1 | Huawei","3 | Research partnership","","228 | United States","","41.48602","-71.53084","University of Rhode Island","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership228 | United States","228 | United States","228 | United States","228 | United States","228 | United States","1 | Huawei228 | United States","","","",""
"1436","1 | Huawei","3 | Research partnership","","228 | United States","","40.79820","-77.85995","Penn State University","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership228 | United States","228 | United States","228 | United States","228 | United States","228 | United States","1 | Huawei228 | United States","","","",""
"1437","1 | Huawei","3 | Research partnership","","228 | United States","","38.83149","-77.31149","George Mason University","","","","<p>Seeds for the Future university partner. This program enables STEM undergraduate students to travel to China for a fully funded two or three week program. Students learn about Chinese language and culture and spend time at Huawei&rsquo;s headquarters in Shenzhen. <a href=""https://www.huawei.com/au/about-huawei/sustainability/win-win-development/social-contribution/seeds-for-the-future"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership228 | United States","228 | United States","228 | United States","228 | United States","228 | United States","1 | Huawei228 | United States","","","",""
